copy1	copy2	ID.1	ID.2	TEconsensus.1	TEconsensus.2	species.1	species.2	superfamily	mrca	divTime	pID	length	qStart	qEnd	sStart	sEnd	ka	ks	length.aa	community	hitGroup
GCA_905171775.1-LR991691.1-42978420-42985277-C-GCA_905171775.1:ltr-1_family-467	GCA_905171765.1-LR991668.1-195726294-195733082-C-GCA_905171775.1:ltr-1_family-467	16	1396737	GCA_905171775.1:ltr-1_family-467	GCA_905171775.1:ltr-1_family-467	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	97.83	6866	1	6857	1	6788	0.00551702989688007	0.0140003655991892	6213	4201	2395
GCA_905171775.1-LR991688.1-146100153-146107010-C-GCA_905171775.1:ltr-1_family-467	GCA_905171765.1-LR991668.1-195726294-195733082-C-GCA_905171775.1:ltr-1_family-467	17	1396737	GCA_905171775.1:ltr-1_family-467	GCA_905171775.1:ltr-1_family-467	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	97.786	6866	1	6857	1	6788	0.00564327994656539	0.0144722680108708	6213	4201	2395
GCA_905171775.1-LR991680.1-409956673-409963537-C-GCA_905171775.1:ltr-1_family-467	GCA_905171765.1-LR991671.1-552373757-552380578-C-GCA_905171775.1:ltr-1_family-467	14	1396734	GCA_905171775.1:ltr-1_family-467	GCA_905171775.1:ltr-1_family-467	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	98.296	6866	1	6864	1	6821	0.00554938947234001	0.0168695454408126	6246	4201	2395
GCA_905171775.1-LR991680.1-409956673-409963537-C-GCA_905171775.1:ltr-1_family-467	GCA_905171765.1-LR991670.1-373078436-373085255-C-GCA_905171775.1:ltr-1_family-467	14	1396735	GCA_905171775.1:ltr-1_family-467	GCA_905171775.1:ltr-1_family-467	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	98.296	6866	1	6864	1	6819	0.00524668722070426	0.0148868329698868	6234	4201	2395
GCA_905171775.1-LR991680.1-409956673-409963537-C-GCA_905171775.1:ltr-1_family-467	GCA_905171765.1-CAJIMN010000117.1-16510-23298-C-GCA_905171775.1:ltr-1_family-467	14	1396745	GCA_905171775.1:ltr-1_family-467	GCA_905171775.1:ltr-1_family-467	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	97.932	6866	1	6864	1	6788	0.00387352929633632	0.0151040374092154	6213	4201	2395
GCA_905171775.1-LR991680.1-409956673-409963537-C-GCA_905171775.1:ltr-1_family-467	GCA_905171765.1-CAJIMN010000100.1-19699-26487-C-GCA_905171775.1:ltr-1_family-467	14	1396746	GCA_905171775.1:ltr-1_family-467	GCA_905171775.1:ltr-1_family-467	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	97.932	6866	1	6864	1	6788	0.00362107562358303	0.0151049715718908	6213	4201	2395
GCA_905171775.1-LR991680.1-409956673-409963537-C-GCA_905171775.1:ltr-1_family-467	GCA_905171765.1-LR991668.1-277221598-277228386-C-GCA_905171775.1:ltr-1_family-467	14	1396748	GCA_905171775.1:ltr-1_family-467	GCA_905171775.1:ltr-1_family-467	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	97.888	6867	1	6864	1	6788	0.00528580962637877	0.0133155234665477	6186	4201	2395
GCA_905171775.1-LR991680.1-638324686-638331532-C-GCA_905171775.1:ltr-1_family-467	GCA_905171765.1-LR991667.1-320259946-320266755-C-GCA_905171775.1:ltr-1_family-467	19	1396751	GCA_905171775.1:ltr-1_family-467	GCA_905171775.1:ltr-1_family-467	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	97.899	6854	1	6846	1	6809	0.00812308648511168	0.0226687318978239	6186	4201	2395
GCA_905171775.1-LR991680.1-638324686-638331532-C-GCA_905171775.1:ltr-1_family-467	GCA_905171765.1-LR991668.1-195726294-195733082-C-GCA_905171775.1:ltr-1_family-467	19	1396737	GCA_905171775.1:ltr-1_family-467	GCA_905171775.1:ltr-1_family-467	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	97.695	6854	1	6846	1	6788	0.00628004118223731	0.0230470958729616	6210	4201	2395
GCA_905171775.1-LR991691.1-42978420-42985277-C-GCA_905171775.1:ltr-1_family-467	GCA_905171765.1-LR991671.1-552373757-552380578-C-GCA_905171775.1:ltr-1_family-467	16	1396734	GCA_905171775.1:ltr-1_family-467	GCA_905171775.1:ltr-1_family-467	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	98.252	6866	1	6857	1	6821	0.00587768637406078	0.015341937373751	6234	4201	2395
GCA_905171775.1-LR991691.1-42978420-42985277-C-GCA_905171775.1:ltr-1_family-467	GCA_905171765.1-LR991670.1-373078436-373085255-C-GCA_905171775.1:ltr-1_family-467	16	1396735	GCA_905171775.1:ltr-1_family-467	GCA_905171775.1:ltr-1_family-467	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	98.252	6866	1	6857	1	6819	0.00557469858657384	0.0133566492391761	6222	4201	2395
GCA_905171775.1-LR991688.1-146100153-146107010-C-GCA_905171775.1:ltr-1_family-467	GCA_905171765.1-LR991671.1-552373757-552380578-C-GCA_905171775.1:ltr-1_family-467	17	1396734	GCA_905171775.1:ltr-1_family-467	GCA_905171775.1:ltr-1_family-467	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	98.209	6866	1	6857	1	6821	0.00600357804574159	0.0158158419526761	6234	4201	2395
GCA_905171775.1-LR991688.1-146100153-146107010-C-GCA_905171775.1:ltr-1_family-467	GCA_905171765.1-LR991670.1-373078436-373085255-C-GCA_905171775.1:ltr-1_family-467	17	1396735	GCA_905171775.1:ltr-1_family-467	GCA_905171775.1:ltr-1_family-467	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	98.209	6866	1	6857	1	6819	0.00570088385815185	0.0138279168924432	6222	4201	2395
GCA_905171775.1-LR991691.1-42978420-42985277-C-GCA_905171775.1:ltr-1_family-467	GCA_905171765.1-CAJIMN010000117.1-16510-23298-C-GCA_905171775.1:ltr-1_family-467	16	1396745	GCA_905171775.1:ltr-1_family-467	GCA_905171775.1:ltr-1_family-467	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	97.888	6866	1	6857	1	6788	0.00419856500279942	0.0135675380665218	6201	4201	2395
GCA_905171775.1-LR991691.1-42978420-42985277-C-GCA_905171775.1:ltr-1_family-467	GCA_905171765.1-CAJIMN010000100.1-19699-26487-C-GCA_905171775.1:ltr-1_family-467	16	1396746	GCA_905171775.1:ltr-1_family-467	GCA_905171775.1:ltr-1_family-467	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	97.888	6866	1	6857	1	6788	0.00394523102326843	0.0135689418043929	6201	4201	2395
GCA_905171775.1-LR991688.1-146100153-146107010-C-GCA_905171775.1:ltr-1_family-467	GCA_905171765.1-CAJIMN010000117.1-16510-23298-C-GCA_905171775.1:ltr-1_family-467	17	1396745	GCA_905171775.1:ltr-1_family-467	GCA_905171775.1:ltr-1_family-467	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	97.874	6866	1	6857	1	6788	0.0043254811967232	0.0140405807811236	6201	4201	2395
GCA_905171775.1-LR991688.1-146100153-146107010-C-GCA_905171775.1:ltr-1_family-467	GCA_905171765.1-CAJIMN010000100.1-19699-26487-C-GCA_905171775.1:ltr-1_family-467	17	1396746	GCA_905171775.1:ltr-1_family-467	GCA_905171775.1:ltr-1_family-467	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	97.874	6866	1	6857	1	6788	0.00407231152338884	0.0140420829762028	6201	4201	2395
GCA_905171775.1-LR991691.1-42978420-42985277-C-GCA_905171775.1:ltr-1_family-467	GCA_905171765.1-LR991668.1-277221598-277228386-C-GCA_905171775.1:ltr-1_family-467	16	1396748	GCA_905171775.1:ltr-1_family-467	GCA_905171775.1:ltr-1_family-467	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	97.874	6867	1	6857	1	6788	0.00561685577188967	0.0108508427441195	6174	4201	2395
GCA_905171775.1-LR991688.1-146100153-146107010-C-GCA_905171775.1:ltr-1_family-467	GCA_905171765.1-LR991668.1-277221598-277228386-C-GCA_905171775.1:ltr-1_family-467	17	1396748	GCA_905171775.1:ltr-1_family-467	GCA_905171775.1:ltr-1_family-467	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	97.801	6867	1	6857	1	6788	0.00574349944788342	0.0122427294729922	6174	4201	2395
GCA_905171775.1-LR991680.1-399746701-399753537-+-GCA_905171775.1:ltr-1_family-467	GCA_905171765.1-LR991670.1-576282694-576289515-+-GCA_905171775.1:ltr-1_family-467	12	1396741	GCA_905171775.1:ltr-1_family-467	GCA_905171775.1:ltr-1_family-467	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	98.075	6856	1	6836	1	6821	0.00819720784627147	0.0144839885024143	3357	4201	2395
GCA_905171775.1-LR991680.1-399746701-399753537-+-GCA_905171775.1:ltr-1_family-467	GCA_905171765.1-LR991670.1-70500002-70506781-+-GCA_905171775.1:ltr-1_family-467	12	1396738	GCA_905171775.1:ltr-1_family-467	GCA_905171775.1:ltr-1_family-467	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	97.623	6856	1	6836	1	6779	0.00883318638742325	0.00997912911327072	3339	4201	2395
GCA_905171775.1-LR991680.1-638324686-638331532-C-GCA_905171775.1:ltr-1_family-467	GCA_905171765.1-LR991670.1-373078436-373085255-C-GCA_905171775.1:ltr-1_family-467	19	1396735	GCA_905171775.1:ltr-1_family-467	GCA_905171775.1:ltr-1_family-467	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	98.147	6854	1	6846	1	6819	0.00557691495644013	0.0223902076048077	6219	4201	2395
GCA_905171775.1-LR991680.1-638324686-638331532-C-GCA_905171775.1:ltr-1_family-467	GCA_905171765.1-LR991671.1-552373757-552380578-C-GCA_905171775.1:ltr-1_family-467	19	1396734	GCA_905171775.1:ltr-1_family-467	GCA_905171775.1:ltr-1_family-467	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	98.132	6854	1	6846	1	6821	0.00638510900781258	0.0239148865584507	6231	4201	2395
GCA_905171775.1-LR991680.1-638324686-638331532-C-GCA_905171775.1:ltr-1_family-467	GCA_905171765.1-CAJIMN010000117.1-16510-23298-C-GCA_905171775.1:ltr-1_family-467	19	1396745	GCA_905171775.1:ltr-1_family-467	GCA_905171775.1:ltr-1_family-467	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	97.782	6854	1	6846	1	6788	0.00445416574293899	0.0226368556361653	6198	4201	2395
GCA_905171775.1-LR991680.1-638324686-638331532-C-GCA_905171775.1:ltr-1_family-467	GCA_905171765.1-CAJIMN010000100.1-19699-26487-C-GCA_905171775.1:ltr-1_family-467	19	1396746	GCA_905171775.1:ltr-1_family-467	GCA_905171775.1:ltr-1_family-467	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	97.753	6854	1	6846	1	6788	0.00470723090684891	0.0226369108826455	6198	4201	2395
GCA_905171775.1-LR991680.1-638324686-638331532-C-GCA_905171775.1:ltr-1_family-467	GCA_905171765.1-LR991668.1-277221598-277228386-C-GCA_905171775.1:ltr-1_family-467	19	1396748	GCA_905171775.1:ltr-1_family-467	GCA_905171775.1:ltr-1_family-467	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	97.681	6855	1	6846	1	6788	0.00638836041467855	0.0208663772944161	6168	4201	2395
GCA_905171775.1-LR991682.1-432110306-432117057-+-GCA_905171775.1:ltr-1_family-467	GCA_905171765.1-LR991670.1-576282694-576289515-+-GCA_905171775.1:ltr-1_family-467	13	1396741	GCA_905171775.1:ltr-1_family-467	GCA_905171775.1:ltr-1_family-467	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	98.297	6751	1	6751	1	6739	0.0128033965260739	0.0195301801240683	6258	4201	2395
GCA_905171775.1-LR991682.1-432110306-432117057-+-GCA_905171775.1:ltr-1_family-467	GCA_905171765.1-LR991670.1-70500002-70506781-+-GCA_905171775.1:ltr-1_family-467	13	1396738	GCA_905171775.1:ltr-1_family-467	GCA_905171775.1:ltr-1_family-467	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	97.808	6751	1	6751	1	6697	0.0131542905754734	0.0153397072309277	6213	4201	2395
GCA_905171775.1-LR991680.1-399746701-399753537-+-GCA_905171775.1:ltr-1_family-467	GCA_905171765.1-LR991668.1-595968100-595974921-+-GCA_905171775.1:ltr-1_family-467	12	1396730	GCA_905171775.1:ltr-1_family-467	GCA_905171775.1:ltr-1_family-467	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	98.352	6856	1	6836	1	6821	0.00481248301998126	0.0129016503948428	3339	4201	2395
GCA_905171775.1-LR991680.1-399746701-399753537-+-GCA_905171775.1:ltr-1_family-467	GCA_905171765.1-LR991668.1-433760077-433766898-+-GCA_905171775.1:ltr-1_family-467	12	1396739	GCA_905171775.1:ltr-1_family-467	GCA_905171775.1:ltr-1_family-467	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	98.118	6856	1	6836	1	6821	0.00563966868004502	0.0133544841814519	3339	4201	2395
GCA_905171775.1-LR991680.1-399746701-399753537-+-GCA_905171775.1:ltr-1_family-467	GCA_905171765.1-LR991668.1-460821428-460828246-+-GCA_905171775.1:ltr-1_family-467	12	1396740	GCA_905171775.1:ltr-1_family-467	GCA_905171775.1:ltr-1_family-467	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	98.104	6856	1	6836	1	6818	0.00745518607349952	0.0129794471751438	2832	4201	2395
GCA_905171775.1-LR991680.1-399746701-399753537-+-GCA_905171775.1:ltr-1_family-467	GCA_905171765.1-LR991668.1-596986272-596993060-+-GCA_905171775.1:ltr-1_family-467	12	1396747	GCA_905171775.1:ltr-1_family-467	GCA_905171775.1:ltr-1_family-467	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	97.754	6856	1	6836	1	6788	0.00551541407564396	0.0108132238327735	3342	4201	2395
GCA_905171775.1-LR991684.1-358370331-358377153-C-GCA_905171775.1:ltr-1_family-467	GCA_905171765.1-LR991667.1-320259946-320266755-C-GCA_905171775.1:ltr-1_family-467	18	1396751	GCA_905171775.1:ltr-1_family-467	GCA_905171775.1:ltr-1_family-467	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	98.739	6822	1	6822	1	6809	0.00762532313889389	0.0176252408555882	6201	4201	2395
GCA_905171775.1-LR991684.1-358370331-358377153-C-GCA_905171775.1:ltr-1_family-467	GCA_905171765.1-LR991668.1-195726294-195733082-C-GCA_905171775.1:ltr-1_family-467	18	1396737	GCA_905171775.1:ltr-1_family-467	GCA_905171775.1:ltr-1_family-467	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	98.534	6822	1	6822	1	6788	0.00553678751058244	0.0175593749259753	6225	4201	2395
GCA_905171775.1-LR991682.1-432110306-432117057-+-GCA_905171775.1:ltr-1_family-467	GCA_905171765.1-LR991668.1-595968100-595974921-+-GCA_905171775.1:ltr-1_family-467	13	1396730	GCA_905171775.1:ltr-1_family-467	GCA_905171775.1:ltr-1_family-467	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	98.593	6751	1	6751	1	6739	0.0099678688874434	0.0168089701682278	6246	4201	2395
GCA_905171775.1-LR991680.1-409956673-409963537-C-GCA_905171775.1:ltr-1_family-467	GCA_905171765.1-LR991670.1-70500002-70506781-+-GCA_905171775.1:ltr-1_family-467	14	1396738	GCA_905171775.1:ltr-1_family-467	GCA_905171775.1:ltr-1_family-467	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	97.786	6866	1	6864	6779	1	0.00653160265545404	0.0112560871705456	6213	4201	2395
GCA_905171775.1-LR991682.1-432110306-432117057-+-GCA_905171775.1:ltr-1_family-467	GCA_905171765.1-LR991668.1-433760077-433766898-+-GCA_905171775.1:ltr-1_family-467	13	1396739	GCA_905171775.1:ltr-1_family-467	GCA_905171775.1:ltr-1_family-467	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	98.356	6751	1	6751	1	6739	0.0120012552138939	0.0180092274788316	6246	4201	2395
GCA_905171775.1-LR991682.1-432110306-432117057-+-GCA_905171775.1:ltr-1_family-467	GCA_905171765.1-LR991668.1-460821428-460828246-+-GCA_905171775.1:ltr-1_family-467	13	1396740	GCA_905171775.1:ltr-1_family-467	GCA_905171775.1:ltr-1_family-467	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	98.326	6751	1	6751	1	6736	0.0109423671013483	0.0190879258663715	5181	4201	2395
GCA_905171775.1-LR991682.1-432110306-432117057-+-GCA_905171775.1:ltr-1_family-467	GCA_905171765.1-LR991668.1-596986272-596993060-+-GCA_905171775.1:ltr-1_family-467	13	1396747	GCA_905171775.1:ltr-1_family-467	GCA_905171775.1:ltr-1_family-467	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	97.971	6751	1	6751	1	6706	0.0111699091544965	0.0167261370777077	6213	4201	2395
GCA_905171775.1-LR991680.1-409956673-409963537-C-GCA_905171775.1:ltr-1_family-467	GCA_905171765.1-LR991668.1-595968100-595974921-+-GCA_905171775.1:ltr-1_family-467	14	1396730	GCA_905171775.1:ltr-1_family-467	GCA_905171775.1:ltr-1_family-467	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	98.544	6866	1	6864	6821	1	0.00397642119691279	0.0127351357605891	6246	4201	2395
GCA_905171775.1-LR991680.1-409956673-409963537-C-GCA_905171775.1:ltr-1_family-467	GCA_905171765.1-LR991668.1-433760077-433766898-+-GCA_905171775.1:ltr-1_family-467	14	1396739	GCA_905171775.1:ltr-1_family-467	GCA_905171775.1:ltr-1_family-467	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	98.311	6866	1	6864	6821	1	0.00548851369356606	0.0139366902200918	6246	4201	2395
GCA_905171775.1-LR991680.1-409956673-409963537-C-GCA_905171775.1:ltr-1_family-467	GCA_905171765.1-LR991668.1-460821428-460828246-+-GCA_905171775.1:ltr-1_family-467	14	1396740	GCA_905171775.1:ltr-1_family-467	GCA_905171775.1:ltr-1_family-467	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	98.296	6866	1	6864	6818	1	0.00486052516370308	0.0135950666283721	5184	4201	2395
GCA_905171775.1-LR991680.1-409956673-409963537-C-GCA_905171775.1:ltr-1_family-467	GCA_905171765.1-LR991670.1-576282694-576289515-+-GCA_905171775.1:ltr-1_family-467	14	1396741	GCA_905171775.1:ltr-1_family-467	GCA_905171775.1:ltr-1_family-467	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	98.267	6866	1	6864	6821	1	0.00629423147952381	0.0154501884732128	6258	4201	2395
GCA_905171775.1-LR991680.1-409956673-409963537-C-GCA_905171775.1:ltr-1_family-467	GCA_905171765.1-LR991668.1-596986272-596993060-+-GCA_905171775.1:ltr-1_family-467	14	1396747	GCA_905171775.1:ltr-1_family-467	GCA_905171775.1:ltr-1_family-467	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	97.932	6866	1	6864	6788	1	0.00456818107583718	0.0126362639183493	6213	4201	2395
GCA_905171775.1-LR991685.1-109249531-109256347-C-GCA_905171775.1:ltr-1_family-467	GCA_905171765.1-LR991667.1-320259946-320266755-C-GCA_905171775.1:ltr-1_family-467	30	1396751	GCA_905171775.1:ltr-1_family-467	GCA_905171775.1:ltr-1_family-467	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	98.197	6821	1	6816	1	6809	0.0111804757079332	0.021830664413668	6198	4201	2395
GCA_905171775.1-LR991685.1-109249531-109256347-C-GCA_905171775.1:ltr-1_family-467	GCA_905171765.1-LR991668.1-195726294-195733082-C-GCA_905171775.1:ltr-1_family-467	30	1396737	GCA_905171775.1:ltr-1_family-467	GCA_905171775.1:ltr-1_family-467	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	97.962	6821	1	6816	1	6788	0.0098291503432772	0.0222184686731886	6222	4201	2395
GCA_905171775.1-LR991691.1-42978420-42985277-C-GCA_905171775.1:ltr-1_family-467	GCA_905171765.1-LR991670.1-70500002-70506781-+-GCA_905171775.1:ltr-1_family-467	16	1396738	GCA_905171775.1:ltr-1_family-467	GCA_905171775.1:ltr-1_family-467	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	97.772	6866	1	6857	6779	1	0.00686468692641396	0.00879969251827038	6201	4201	2395
GCA_905171775.1-LR991688.1-146100153-146107010-C-GCA_905171775.1:ltr-1_family-467	GCA_905171765.1-LR991670.1-70500002-70506781-+-GCA_905171775.1:ltr-1_family-467	17	1396738	GCA_905171775.1:ltr-1_family-467	GCA_905171775.1:ltr-1_family-467	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	97.699	6866	1	6857	6779	1	0.00699053727151689	0.0101813170417441	6201	4201	2395
GCA_905171775.1-LR991691.1-42978420-42985277-C-GCA_905171775.1:ltr-1_family-467	GCA_905171765.1-LR991668.1-595968100-595974921-+-GCA_905171775.1:ltr-1_family-467	16	1396730	GCA_905171775.1:ltr-1_family-467	GCA_905171775.1:ltr-1_family-467	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	98.5	6866	1	6857	6821	1	0.00430004159468279	0.011206122332593	6234	4201	2395
GCA_905171775.1-LR991688.1-146100153-146107010-C-GCA_905171775.1:ltr-1_family-467	GCA_905171765.1-LR991668.1-595968100-595974921-+-GCA_905171775.1:ltr-1_family-467	17	1396730	GCA_905171775.1:ltr-1_family-467	GCA_905171775.1:ltr-1_family-467	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	98.456	6866	1	6857	6821	1	0.00442599103471443	0.0116724791419056	6234	4201	2395
GCA_905171775.1-LR991691.1-42978420-42985277-C-GCA_905171775.1:ltr-1_family-467	GCA_905171765.1-LR991668.1-433760077-433766898-+-GCA_905171775.1:ltr-1_family-467	16	1396739	GCA_905171775.1:ltr-1_family-467	GCA_905171775.1:ltr-1_family-467	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	98.296	6866	1	6857	6821	1	0.00531177818419185	0.012409480291761	6234	4201	2395
GCA_905171775.1-LR991688.1-146100153-146107010-C-GCA_905171775.1:ltr-1_family-467	GCA_905171765.1-LR991668.1-433760077-433766898-+-GCA_905171775.1:ltr-1_family-467	17	1396739	GCA_905171775.1:ltr-1_family-467	GCA_905171775.1:ltr-1_family-467	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	98.252	6866	1	6857	6821	1	0.00543772737084996	0.0128781715441763	6234	4201	2395
GCA_905171775.1-LR991691.1-42978420-42985277-C-GCA_905171775.1:ltr-1_family-467	GCA_905171765.1-LR991670.1-576282694-576289515-+-GCA_905171775.1:ltr-1_family-467	16	1396741	GCA_905171775.1:ltr-1_family-467	GCA_905171775.1:ltr-1_family-467	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	98.252	6866	1	6857	6821	1	0.00662425630841808	0.0130087579353717	6246	4201	2395
GCA_905171775.1-LR991691.1-42978420-42985277-C-GCA_905171775.1:ltr-1_family-467	GCA_905171765.1-LR991668.1-460821428-460828246-+-GCA_905171775.1:ltr-1_family-467	16	1396740	GCA_905171775.1:ltr-1_family-467	GCA_905171775.1:ltr-1_family-467	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	98.252	6866	1	6857	6818	1	0.0052518949551427	0.012852199257477	5172	4201	2395
GCA_905171775.1-LR991688.1-146100153-146107010-C-GCA_905171775.1:ltr-1_family-467	GCA_905171765.1-LR991670.1-576282694-576289515-+-GCA_905171775.1:ltr-1_family-467	17	1396741	GCA_905171775.1:ltr-1_family-467	GCA_905171775.1:ltr-1_family-467	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	98.209	6866	1	6857	6821	1	0.00674957099029426	0.0134770906899606	6246	4201	2395
GCA_905171775.1-LR991688.1-146100153-146107010-C-GCA_905171775.1:ltr-1_family-467	GCA_905171765.1-LR991668.1-460821428-460828246-+-GCA_905171775.1:ltr-1_family-467	17	1396740	GCA_905171775.1:ltr-1_family-467	GCA_905171775.1:ltr-1_family-467	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	98.209	6866	1	6857	6818	1	0.00517601731728858	0.0128652704565297	5172	4201	2395
GCA_905171775.1-LR991691.1-42978420-42985277-C-GCA_905171775.1:ltr-1_family-467	GCA_905171765.1-LR991668.1-596986272-596993060-+-GCA_905171775.1:ltr-1_family-467	16	1396747	GCA_905171775.1:ltr-1_family-467	GCA_905171775.1:ltr-1_family-467	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	97.888	6866	1	6857	6788	1	0.00489520494688928	0.011097680354898	6201	4201	2395
GCA_905171775.1-LR991688.1-146100153-146107010-C-GCA_905171775.1:ltr-1_family-467	GCA_905171765.1-LR991668.1-596986272-596993060-+-GCA_905171775.1:ltr-1_family-467	17	1396747	GCA_905171775.1:ltr-1_family-467	GCA_905171775.1:ltr-1_family-467	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	97.844	6866	1	6857	6788	1	0.00502194405309444	0.0115653981966797	6201	4201	2395
GCA_905171775.1-LR991684.1-358370331-358377153-C-GCA_905171775.1:ltr-1_family-467	GCA_905171765.1-LR991671.1-552373757-552380578-C-GCA_905171775.1:ltr-1_family-467	18	1396734	GCA_905171775.1:ltr-1_family-467	GCA_905171775.1:ltr-1_family-467	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	98.959	6822	1	6822	1	6821	0.00589674871750181	0.0184320756324727	6246	4201	2395
GCA_905171775.1-LR991684.1-358370331-358377153-C-GCA_905171775.1:ltr-1_family-467	GCA_905171765.1-LR991670.1-373078436-373085255-C-GCA_905171775.1:ltr-1_family-467	18	1396735	GCA_905171775.1:ltr-1_family-467	GCA_905171775.1:ltr-1_family-467	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	98.945	6822	1	6822	1	6819	0.00559460787634772	0.0169099056100323	6234	4201	2395
GCA_905171775.1-LR991684.1-358370331-358377153-C-GCA_905171775.1:ltr-1_family-467	GCA_905171765.1-CAJIMN010000117.1-16510-23298-C-GCA_905171775.1:ltr-1_family-467	18	1396745	GCA_905171775.1:ltr-1_family-467	GCA_905171775.1:ltr-1_family-467	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	98.593	6822	1	6822	1	6788	0.00422240021675946	0.017135917804335	6213	4201	2395
GCA_905171775.1-LR991684.1-358370331-358377153-C-GCA_905171775.1:ltr-1_family-467	GCA_905171765.1-CAJIMN010000100.1-19699-26487-C-GCA_905171775.1:ltr-1_family-467	18	1396746	GCA_905171775.1:ltr-1_family-467	GCA_905171775.1:ltr-1_family-467	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	98.593	6822	1	6822	1	6788	0.00397000839668957	0.0171364524989272	6213	4201	2395
GCA_905171775.1-LR991684.1-358370331-358377153-C-GCA_905171775.1:ltr-1_family-467	GCA_905171765.1-LR991668.1-277221598-277228386-C-GCA_905171775.1:ltr-1_family-467	18	1396748	GCA_905171775.1:ltr-1_family-467	GCA_905171775.1:ltr-1_family-467	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	98.534	6823	1	6822	1	6788	0.0056383002840173	0.0153584711549429	6183	4201	2395
GCA_905171775.1-LR991681.1-2746792-2753559-+-GCA_905171775.1:ltr-1_family-467	GCA_905171765.1-LR991670.1-576282694-576289515-+-GCA_905171775.1:ltr-1_family-467	21	1396741	GCA_905171775.1:ltr-1_family-467	GCA_905171775.1:ltr-1_family-467	Rana_temporaria	Bufo_bufo	LTR/Pao	270	298.424	98.497	6785	1	6767	49	6821	0.00777918771359727	0.0141297372722279	6231	4201	2395
